年度季別,醫事機構代碼,醫事機構名稱,特約類別,血清白蛋白檢查人數,腹膜透析人數,血清白蛋白受檢率,檢測方法,院所腎臟專科醫師數,院所是否參與健保計畫,院所是否參與國健署計畫,縣市別,鄉鎮別
104年第一季,3517052535,文冠內科診所,基層醫療單位,19.00,19.00,1.0000,BCG,1,否,否,臺中市,北區
104年第二季,3517052535,文冠內科診所,基層醫療單位,18.00,18.00,1.0000,BCG,1,否,否,臺中市,北區
104年第三季,3517052535,文冠內科診所,基層醫療單位,18.00,18.00,1.0000,BCG,1,否,否,臺中市,北區
104年第四季,3517052535,文冠內科診所,基層醫療單位,17.00,17.00,1.0000,BCG,1,否,否,臺中市,北區
105年第一季,3517052535,文冠內科診所,基層醫療單位,15.00,15.00,1.0000,BCG,1,否,否,臺中市,北區
105年第二季,3517052535,文冠內科診所,基層醫療單位,15.00,15.00,1.0000,BCG,1,否,否,臺中市,北區
105年第三季,3517052535,文冠內科診所,基層醫療單位,14.00,14.00,1.0000,BCG,1,否,否,臺中市,北區
105年第四季,3517052535,文冠內科診所,基層醫療單位,13.00,13.00,1.0000,BCG,1,否,否,臺中市,北區
106年第一季,3517052535,文冠內科診所,基層醫療單位,13.00,13.00,1.0000,BCG,1,否,否,臺中市,北區
106年第二季,3517052535,文冠內科診所,基層醫療單位,12.00,12.00,1.0000,BCG,1,否,否,臺中市,北區
106年第三季,3517052535,文冠內科診所,基層醫療單位,12.00,12.00,1.0000,BCG,1,否,否,臺中市,北區
106年第四季,3517052535,文冠內科診所,基層醫療單位,11.00,11.00,1.0000,BCG,1,否,否,臺中市,北區
107年第一季,3517052535,文冠內科診所,基層醫療單位,11.00,11.00,1.0000,BCG,1,否,否,臺中市,北區
107年第二季,3517052535,文冠內科診所,基層醫療單位,11.00,11.00,1.0000,BCG,1,否,否,臺中市,北區
107年第三季,3517052535,文冠內科診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,否,臺中市,北區
107年第四季,3517052535,文冠內科診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,否,臺中市,北區
108年第一季,3517052535,文冠內科診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,否,臺中市,北區
108年第二季,3517052535,文冠內科診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,否,臺中市,北區
108年第三季,3517052535,文冠內科診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,否,臺中市,北區
108年第四季,3517052535,文冠內科診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,否,臺中市,北區
109年第一季,3517052535,文冠內科診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,否,臺中市,北區
109年第二季,3517052535,文冠內科診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,否,臺中市,北區
109年第三季,3517052535,文冠內科診所,基層醫療單位,9.00,9.00,1.0000,BCG,1,否,否,臺中市,北區
109年第四季,3517052535,文冠內科診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,否,臺中市,北區
110年第二季,3517052535,文冠內科診所,基層醫療單位,9.00,9.00,1.0000,BCG,1,否,否,臺中市,北區
110年第三季,3517052535,文冠內科診所,基層醫療單位,9.00,9.00,1.0000,BCG,1,否,否,臺中市,北區
110年第四季,3517052535,文冠內科診所,基層醫療單位,8.00,8.00,1.0000,BCG,1,否,否,臺中市,北區
111年第一季,3517052535,文冠內科診所,基層醫療單位,8.00,8.00,1.0000,BCG,1,否,否,臺中市,北區
111年第二季,3517052535,文冠內科診所,基層醫療單位,8.00,8.00,1.0000,BCG,1,否,否,臺中市,北區
111年第三季,3517052535,文冠內科診所,基層醫療單位,8.00,8.00,1.0000,BCG,1,否,否,臺中市,北區
112年第一季,3517052535,文冠內科診所,基層醫療單位,6.00,6.00,1.0000,BCG,1,否,否,臺中市,北區
112年第二季,3517052535,文冠內科診所,基層醫療單位,8.00,8.00,1.0000,BCG,1,否,否,臺中市,北區
101年第一季,3517073123,佳楊診所,基層醫療單位,12.00,12.00,1.0000,BCG,2,是,否,臺中市,南屯區
101年第二季,3517073123,佳楊診所,基層醫療單位,12.00,12.00,1.0000,BCG,2,是,否,臺中市,南屯區
101年第三季,3517073123,佳楊診所,基層醫療單位,11.00,11.00,1.0000,BCG,2,是,否,臺中市,南屯區
101年第四季,3517073123,佳楊診所,基層醫療單位,11.00,11.00,1.0000,BCG,2,是,否,臺中市,南屯區
102年第一季,3517073123,佳楊診所,基層醫療單位,10.00,10.00,1.0000,BCG,2,是,否,臺中市,南屯區
102年第二季,3517073123,佳楊診所,基層醫療單位,9.00,10.00,0.9000,BCG,2,是,否,臺中市,南屯區
102年第三季,3517073123,佳楊診所,基層醫療單位,9.00,9.00,1.0000,BCG,2,是,否,臺中市,南屯區
102年第四季,3517073123,佳楊診所,基層醫療單位,9.00,9.00,1.0000,BCG,2,是,否,臺中市,南屯區
103年第一季,3517073123,佳楊診所,基層醫療單位,8.00,9.00,0.8888,BCG,2,是,否,臺中市,南屯區
103年第二季,3517073123,佳楊診所,基層醫療單位,7.00,8.00,0.8750,BCG,2,是,否,臺中市,南屯區
103年第三季,3517073123,佳楊診所,基層醫療單位,7.00,7.00,1.0000,BCG,2,是,否,臺中市,南屯區
103年第四季,3517073123,佳楊診所,基層醫療單位,5.00,5.00,1.0000,BCG,2,是,否,臺中市,南屯區
104年第一季,3517073123,佳楊診所,基層醫療單位,4.00,4.00,1.0000,BCG,2,是,否,臺中市,南屯區
104年第二季,3517073123,佳楊診所,基層醫療單位,4.00,4.00,1.0000,BCG,2,是,否,臺中市,南屯區
104年第三季,3517073123,佳楊診所,基層醫療單位,4.00,4.00,1.0000,BCG,2,是,否,臺中市,南屯區
104年第四季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,2,是,否,臺中市,南屯區
105年第一季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,2,是,否,臺中市,南屯區
105年第二季,3517073123,佳楊診所,基層醫療單位,2.00,3.00,0.6667,BCG,2,是,否,臺中市,南屯區
105年第三季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,是,否,臺中市,南屯區
105年第四季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,是,否,臺中市,南屯區
106年第一季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,是,否,臺中市,南屯區
106年第二季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,是,否,臺中市,南屯區
106年第三季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,是,否,臺中市,南屯區
106年第四季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,是,否,臺中市,南屯區
107年第一季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,是,否,臺中市,南屯區
107年第二季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,是,否,臺中市,南屯區
107年第三季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,否,否,臺中市,南屯區
107年第四季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,否,否,臺中市,南屯區
108年第一季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,否,否,臺中市,南屯區
108年第二季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,否,否,臺中市,南屯區
108年第三季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,否,否,臺中市,南屯區
108年第四季,3517073123,佳楊診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,否,否,臺中市,南屯區
97年第二季,3521031786,謝智超達恩診所,基層醫療單位,10.00,10.00,1.0000,BCP,1,否,否,臺南市,中西區
97年第三季,3521031786,謝智超達恩診所,基層醫療單位,15.00,15.00,1.0000,BCP,1,否,否,臺南市,中西區
97年第四季,3521031786,謝智超達恩診所,基層醫療單位,15.00,15.00,1.0000,BCP,1,否,否,臺南市,中西區
98年第一季,3521031786,謝智超達恩診所,基層醫療單位,15.00,15.00,1.0000,BCP,1,否,否,臺南市,中西區
98年第二季,3521031786,謝智超達恩診所,基層醫療單位,14.00,14.00,1.0000,BCP,1,否,否,臺南市,中西區
98年第三季,3521031786,謝智超達恩診所,基層醫療單位,12.00,12.00,1.0000,BCP,1,否,否,臺南市,中西區
98年第四季,3521031786,謝智超達恩診所,基層醫療單位,12.00,12.00,1.0000,BCP,1,否,否,臺南市,中西區
99年第一季,3521031786,謝智超達恩診所,基層醫療單位,12.00,12.00,1.0000,BCP,1,否,否,臺南市,中西區
99年第二季,3521031786,謝智超達恩診所,基層醫療單位,11.00,11.00,1.0000,BCP,1,否,否,臺南市,中西區
99年第三季,3521031786,謝智超達恩診所,基層醫療單位,11.00,11.00,1.0000,BCP,1,否,否,臺南市,中西區
99年第四季,3521031786,謝智超達恩診所,基層醫療單位,11.00,11.00,1.0000,BCG,1,否,否,臺南市,中西區
100年第一季,3521031786,謝智超達恩診所,基層醫療單位,11.00,11.00,1.0000,BCG,1,否,,臺南市,中西區
100年第二季,3521031786,謝智超達恩診所,基層醫療單位,11.00,11.00,1.0000,BCG,1,否,,臺南市,中西區
100年第三季,3521031786,謝智超達恩診所,基層醫療單位,11.00,11.00,1.0000,BCG,1,否,,臺南市,中西區
100年第四季,3521031786,謝智超達恩診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,,臺南市,中西區
101年第一季,3521031786,謝智超達恩診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,否,臺南市,中西區
101年第二季,3521031786,謝智超達恩診所,基層醫療單位,10.00,10.00,1.0000,BCG,1,否,否,臺南市,中西區
101年第三季,3521031786,謝智超達恩診所,基層醫療單位,9.00,9.00,1.0000,BCG,1,否,否,臺南市,中西區
101年第四季,3521031786,謝智超達恩診所,基層醫療單位,9.00,9.00,1.0000,BCG,1,否,否,臺南市,中西區
102年第一季,3521031786,謝智超達恩診所,基層醫療單位,8.00,8.00,1.0000,BCG,1,否,否,臺南市,中西區
102年第二季,3521031786,謝智超達恩診所,基層醫療單位,7.00,7.00,1.0000,BCG,1,否,否,臺南市,中西區
102年第三季,3521031786,謝智超達恩診所,基層醫療單位,7.00,7.00,1.0000,BCG,1,否,否,臺南市,中西區
102年第四季,3521031786,謝智超達恩診所,基層醫療單位,6.00,6.00,1.0000,BCG,1,否,否,臺南市,中西區
103年第一季,3521031786,謝智超達恩診所,基層醫療單位,6.00,6.00,1.0000,BCG,1,否,否,臺南市,中西區
103年第二季,3521031786,謝智超達恩診所,基層醫療單位,6.00,6.00,1.0000,BCG,1,否,否,臺南市,中西區
103年第三季,3521031786,謝智超達恩診所,基層醫療單位,6.00,6.00,1.0000,BCG,1,否,否,臺南市,中西區
103年第四季,3521031786,謝智超達恩診所,基層醫療單位,6.00,6.00,1.0000,BCG,1,否,否,臺南市,中西區
104年第一季,3521031786,謝智超達恩診所,基層醫療單位,4.00,4.00,1.0000,BCP,1,否,否,臺南市,中西區
104年第一季,3521031786,謝智超達恩診所,基層醫療單位,4.00,4.00,1.0000,BCG,1,否,否,臺南市,中西區
104年第二季,3521031786,謝智超達恩診所,基層醫療單位,5.00,5.00,1.0000,BCG,1,否,否,臺南市,中西區
104年第三季,3521031786,謝智超達恩診所,基層醫療單位,4.00,4.00,1.0000,BCG,1,否,否,臺南市,中西區
104年第四季,3521031786,謝智超達恩診所,基層醫療單位,4.00,4.00,1.0000,BCG,1,否,否,臺南市,中西區
105年第一季,3521031786,謝智超達恩診所,基層醫療單位,4.00,4.00,1.0000,BCG,1,否,否,臺南市,中西區
105年第二季,3521031786,謝智超達恩診所,基層醫療單位,4.00,4.00,1.0000,BCG,1,否,否,臺南市,中西區
105年第三季,3521031786,謝智超達恩診所,基層醫療單位,3.00,3.00,1.0000,BCG,1,否,否,臺南市,中西區
105年第四季,3521031786,謝智超達恩診所,基層醫療單位,1.00,1.00,1.0000,BCG,1,否,否,臺南市,中西區
106年第一季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
106年第二季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
106年第三季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
106年第四季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
107年第一季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
107年第二季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
107年第三季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
107年第四季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
108年第一季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
108年第二季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
108年第三季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
108年第四季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
109年第一季,3521031786,謝智超達恩診所,基層醫療單位,2.00,2.00,1.0000,BCG,1,否,否,臺南市,中西區
109年第二季,3521031786,謝智超達恩診所,基層醫療單位,1.00,1.00,1.0000,BCG,1,否,否,臺南市,中西區
109年第三季,3521031786,謝智超達恩診所,基層醫療單位,1.00,1.00,1.0000,BCG,1,否,否,臺南市,中西區
109年第四季,3521031786,謝智超達恩診所,基層醫療單位,1.00,1.00,1.0000,BCG,1,否,否,臺南市,中西區
110年第一季,3521031786,謝智超達恩診所,基層醫療單位,1.00,1.00,1.0000,BCG,1,否,否,臺南市,中西區
110年第二季,3521031786,謝智超達恩診所,基層醫療單位,1.00,1.00,1.0000,BCG,1,否,否,臺南市,中西區
110年第三季,3521031786,謝智超達恩診所,基層醫療單位,1.00,1.00,1.0000,BCG,1,否,否,臺南市,中西區
110年第四季,3521031786,謝智超達恩診所,基層醫療單位,1.00,1.00,1.0000,BCG,1,否,否,臺南市,中西區
111年第一季,3521031786,謝智超達恩診所,基層醫療單位,1.00,1.00,1.0000,BCG,1,否,否,臺南市,中西區
111年第二季,3521031786,謝智超達恩診所,基層醫療單位,1.00,1.00,1.0000,BCG,1,否,否,臺南市,中西區
96年第二季,3521042672,弘典內科診所,基層醫療單位,1.00,2.00,0.5000,BCP,1,否,否,臺南市,北區
96年第三季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,1,否,否,臺南市,北區
96年第四季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,1,否,否,臺南市,北區
97年第一季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,1,否,否,臺南市,北區
97年第二季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,1,否,否,臺南市,北區
97年第三季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,1,否,否,臺南市,北區
97年第四季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,1,否,否,臺南市,北區
98年第一季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,1,否,否,臺南市,北區
98年第二季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,1,否,否,臺南市,北區
98年第三季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,臺南市,北區
98年第四季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,臺南市,北區
99年第一季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,臺南市,北區
99年第二季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,臺南市,北區
99年第三季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,臺南市,北區
99年第四季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCG,2,否,否,臺南市,北區
100年第一季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCG,2,否,,臺南市,北區
100年第二季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCG,2,否,,臺南市,北區
100年第三季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCG,2,否,,臺南市,北區
100年第四季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCG,2,否,,臺南市,北區
101年第一季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCG,2,否,否,臺南市,北區
101年第二季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCG,2,否,否,臺南市,北區
101年第三季,3521042672,弘典內科診所,基層醫療單位,2.00,2.00,1.0000,BCG,2,否,否,臺南市,北區
101年第四季,3521042672,弘典內科診所,基層醫療單位,1.00,2.00,0.5000,BCG,2,否,否,臺南市,北區
102年第一季,3521042672,弘典內科診所,基層醫療單位,1.00,1.00,1.0000,BCG,2,否,否,臺南市,北區
97年第一季,3521052838,康健內兒科診所,基層醫療單位,1.00,1.00,1.0000,BCP,2,是,否,臺南市,中西區
97年第二季,3521052838,康健內兒科診所,基層醫療單位,1.00,1.00,1.0000,BCP,2,是,否,臺南市,中西區
97年第四季,3521052838,康健內兒科診所,基層醫療單位,1.00,1.00,1.0000,BCP,3,是,否,臺南市,中西區
98年第一季,3521052838,康健內兒科診所,基層醫療單位,1.00,1.00,1.0000,BCP,3,是,是,臺南市,中西區
98年第二季,3521052838,康健內兒科診所,基層醫療單位,1.00,1.00,1.0000,BCP,3,是,是,臺南市,中西區
96年第三季,3531043823,欣禾診所,基層醫療單位,1.00,1.00,1.0000,BCP,2,否,否,新北市,中和區
96年第四季,3531043823,欣禾診所,基層醫療單位,1.00,1.00,1.0000,BCP,2,否,否,新北市,中和區
97年第一季,3531043823,欣禾診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,新北市,中和區
97年第二季,3531043823,欣禾診所,基層醫療單位,5.00,5.00,1.0000,BCP,2,否,否,新北市,中和區
97年第三季,3531043823,欣禾診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,新北市,中和區
97年第四季,3531043823,欣禾診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,新北市,中和區
98年第一季,3531043823,欣禾診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,新北市,中和區
98年第二季,3531043823,欣禾診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,新北市,中和區
98年第三季,3531043823,欣禾診所,基層醫療單位,2.00,2.00,1.0000,BCP,3,否,否,新北市,中和區
98年第四季,3531043823,欣禾診所,基層醫療單位,2.00,2.00,1.0000,BCP,3,否,否,新北市,中和區
99年第二季,3531043823,欣禾診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,新北市,中和區
99年第三季,3531043823,欣禾診所,基層醫療單位,2.00,2.00,1.0000,BCP,2,否,否,新北市,中和區
99年第四季,3531043823,欣禾診所,基層醫療單位,2.00,2.00,1.0000,BCG,2,否,否,新北市,中和區
100年第一季,3531043823,欣禾診所,基層醫療單位,2.00,2.00,1.0000,BCG,2,否,,新北市,中和區
100年第二季,3531043823,欣禾診所,基層醫療單位,1.00,1.00,1.0000,BCG,2,否,,新北市,中和區
