年度,醫事機構代碼,醫事機構名稱,特約類別,瘻管重建人次數,血液透析透析人月數,瘻管重建率_每1000人月,院所腎臟專科醫師數,院所是否參與健保計畫,院所是否參與國健署計畫,縣市別,鄉鎮別
105年第四季,3539012544,明德聯合診所,基層醫療單位,0.00,856.00,0.0000,2,否,否,雲林縣,斗六市
106年第二季,3539012544,明德聯合診所,基層醫療單位,0.00,859.00,0.0000,2,否,否,雲林縣,斗六市
106年第四季,3539012544,明德聯合診所,基層醫療單位,0.00,849.00,0.0000,2,否,否,雲林縣,斗六市
107年第二季,3539012544,明德聯合診所,基層醫療單位,0.00,887.00,0.0000,2,否,否,雲林縣,斗六市
107年第四季,3539012544,明德聯合診所,基層醫療單位,0.00,840.00,0.0000,2,否,否,雲林縣,斗六市
108年第二季,3539012544,明德聯合診所,基層醫療單位,0.00,855.00,0.0000,2,否,否,雲林縣,斗六市
108年第四季,3539012544,明德聯合診所,基層醫療單位,0.00,787.00,0.0000,2,否,否,雲林縣,斗六市
109年第二季,3539012544,明德聯合診所,基層醫療單位,1.00,607.00,0.0016,2,否,否,雲林縣,斗六市
109年第四季,3539012544,明德聯合診所,基層醫療單位,0.00,582.00,0.0000,2,否,否,雲林縣,斗六市
110年第二季,3539012544,明德聯合診所,基層醫療單位,0.00,567.00,0.0000,2,否,否,雲林縣,斗六市
110年第四季,3539012544,明德聯合診所,基層醫療單位,0.00,594.00,0.0000,2,否,否,雲林縣,斗六市
111年第二季,3539012544,明德聯合診所,基層醫療單位,1.00,570.00,0.0018,2,否,否,雲林縣,斗六市
111年第四季,3539012544,明德聯合診所,基層醫療單位,0.00,526.00,0.0000,2,否,否,雲林縣,斗六市
112年第二季,3539012544,明德聯合診所,基層醫療單位,0.00,505.00,0.0000,2,否,否,雲林縣,斗六市
99年第四季,3539012848,宏德診所,基層醫療單位,0.00,235.90,0.0000,1,否,否,雲林縣,斗六市
100年第二季,3539012848,宏德診所,基層醫療單位,0.00,234.00,0.0000,1,否,,雲林縣,斗六市
100年第四季,3539012848,宏德診所,基層醫療單位,0.00,265.20,0.0000,1,否,,雲林縣,斗六市
101年第二季,3539012848,宏德診所,基層醫療單位,1.00,299.80,0.0033,1,否,否,雲林縣,斗六市
101年第四季,3539012848,宏德診所,基層醫療單位,0.00,361.40,0.0000,1,否,否,雲林縣,斗六市
102年第二季,3539012848,宏德診所,基層醫療單位,0.00,394.90,0.0000,1,否,否,雲林縣,斗六市
102年第四季,3539012848,宏德診所,基層醫療單位,2.00,417.10,0.0047,2,否,否,雲林縣,斗六市
103年第二季,3539012848,宏德診所,基層醫療單位,0.00,407.00,0.0000,2,否,否,雲林縣,斗六市
103年第四季,3539012848,宏德診所,基層醫療單位,0.00,409.30,0.0000,2,否,否,雲林縣,斗六市
104年第二季,3539012848,宏德診所,基層醫療單位,0.00,470.00,0.0000,2,否,否,雲林縣,斗六市
104年第四季,3539012848,宏德診所,基層醫療單位,0.00,465.00,0.0000,2,否,否,雲林縣,斗六市
105年第二季,3539012848,宏德診所,基層醫療單位,0.00,481.00,0.0000,2,否,否,雲林縣,斗六市
105年第四季,3539012848,宏德診所,基層醫療單位,0.00,478.00,0.0000,2,否,否,雲林縣,斗六市
106年第二季,3539012848,宏德診所,基層醫療單位,0.00,455.00,0.0000,2,否,否,雲林縣,斗六市
106年第四季,3539012848,宏德診所,基層醫療單位,0.00,470.00,0.0000,2,否,否,雲林縣,斗六市
107年第二季,3539012848,宏德診所,基層醫療單位,0.00,533.00,0.0000,2,否,否,雲林縣,斗六市
107年第四季,3539012848,宏德診所,基層醫療單位,0.00,540.00,0.0000,2,否,否,雲林縣,斗六市
108年第二季,3539012848,宏德診所,基層醫療單位,0.00,586.00,0.0000,2,否,否,雲林縣,斗六市
108年第四季,3539012848,宏德診所,基層醫療單位,0.00,593.00,0.0000,2,否,否,雲林縣,斗六市
109年第二季,3539012848,宏德診所,基層醫療單位,1.00,407.00,0.0025,2,否,否,雲林縣,斗六市
109年第四季,3539012848,宏德診所,基層醫療單位,2.00,419.00,0.0048,2,否,否,雲林縣,斗六市
110年第二季,3539012848,宏德診所,基層醫療單位,3.00,374.00,0.0080,2,否,否,雲林縣,斗六市
110年第四季,3539012848,宏德診所,基層醫療單位,2.00,408.00,0.0049,2,否,否,雲林縣,斗六市
111年第二季,3539012848,宏德診所,基層醫療單位,1.00,369.00,0.0027,2,否,否,雲林縣,斗六市
111年第四季,3539012848,宏德診所,基層醫療單位,0.00,368.00,0.0000,2,否,否,雲林縣,斗六市
112年第二季,3539012848,宏德診所,基層醫療單位,0.00,396.00,0.0000,2,是,否,雲林縣,斗六市
110年第四季,3539013032,安佳診所,基層醫療單位,0.00,28.00,0.0000,1,否,否,雲林縣,斗六市
111年第二季,3539013032,安佳診所,基層醫療單位,0.00,74.00,0.0000,1,否,否,雲林縣,斗六市
111年第四季,3539013032,安佳診所,基層醫療單位,0.00,97.00,0.0000,1,否,否,雲林縣,斗六市
112年第二季,3539013032,安佳診所,基層醫療單位,0.00,167.00,0.0000,1,否,否,雲林縣,斗六市
98年第二季,3539032046,腎安診所,基層醫療單位,1.00,505.30,0.0019,2,否,否,雲林縣,虎尾鎮
98年第四季,3539032046,腎安診所,基層醫療單位,1.00,522.30,0.0019,2,否,否,雲林縣,虎尾鎮
99年第二季,3539032046,腎安診所,基層醫療單位,1.00,532.60,0.0018,3,否,否,雲林縣,虎尾鎮
99年第四季,3539032046,腎安診所,基層醫療單位,1.00,555.80,0.0017,2,否,否,雲林縣,虎尾鎮
100年第二季,3539032046,腎安診所,基層醫療單位,3.00,540.80,0.0055,2,否,,雲林縣,虎尾鎮
100年第四季,3539032046,腎安診所,基層醫療單位,2.00,536.30,0.0037,2,是,,雲林縣,虎尾鎮
101年第二季,3539032046,腎安診所,基層醫療單位,2.00,677.90,0.0029,2,是,否,雲林縣,虎尾鎮
101年第四季,3539032046,腎安診所,基層醫療單位,1.00,738.30,0.0013,2,是,否,雲林縣,虎尾鎮
102年第二季,3539032046,腎安診所,基層醫療單位,1.00,726.90,0.0013,3,是,否,雲林縣,虎尾鎮
102年第四季,3539032046,腎安診所,基層醫療單位,2.00,726.40,0.0027,4,是,否,雲林縣,虎尾鎮
103年第二季,3539032046,腎安診所,基層醫療單位,0.00,696.20,0.0000,2,是,否,雲林縣,虎尾鎮
103年第四季,3539032046,腎安診所,基層醫療單位,0.00,686.30,0.0000,3,是,否,雲林縣,虎尾鎮
104年第二季,3539032046,腎安診所,基層醫療單位,0.00,764.00,0.0000,3,是,否,雲林縣,虎尾鎮
104年第四季,3539032046,腎安診所,基層醫療單位,0.00,732.00,0.0000,4,是,否,雲林縣,虎尾鎮
105年第二季,3539032046,腎安診所,基層醫療單位,0.00,778.00,0.0000,4,是,否,雲林縣,虎尾鎮
105年第四季,3539032046,腎安診所,基層醫療單位,0.00,787.00,0.0000,3,是,否,雲林縣,虎尾鎮
106年第二季,3539032046,腎安診所,基層醫療單位,0.00,780.00,0.0000,3,是,否,雲林縣,虎尾鎮
106年第四季,3539032046,腎安診所,基層醫療單位,0.00,777.00,0.0000,4,是,否,雲林縣,虎尾鎮
107年第二季,3539032046,腎安診所,基層醫療單位,0.00,752.00,0.0000,4,是,否,雲林縣,虎尾鎮
107年第四季,3539032046,腎安診所,基層醫療單位,0.00,722.00,0.0000,3,是,否,雲林縣,虎尾鎮
108年第二季,3539032046,腎安診所,基層醫療單位,0.00,742.00,0.0000,3,是,否,雲林縣,虎尾鎮
108年第四季,3539032046,腎安診所,基層醫療單位,0.00,768.00,0.0000,3,是,否,雲林縣,虎尾鎮
109年第二季,3539032046,腎安診所,基層醫療單位,0.00,591.00,0.0000,3,否,否,雲林縣,虎尾鎮
109年第四季,3539032046,腎安診所,基層醫療單位,1.00,591.00,0.0017,3,否,否,雲林縣,虎尾鎮
110年第二季,3539032046,腎安診所,基層醫療單位,1.00,592.00,0.0017,3,否,否,雲林縣,虎尾鎮
110年第四季,3539032046,腎安診所,基層醫療單位,1.00,602.00,0.0017,3,否,否,雲林縣,虎尾鎮
111年第二季,3539032046,腎安診所,基層醫療單位,0.00,593.00,0.0000,3,否,否,雲林縣,虎尾鎮
111年第四季,3539032046,腎安診所,基層醫療單位,1.00,573.00,0.0017,2,否,否,雲林縣,虎尾鎮
112年第二季,3539032046,腎安診所,基層醫療單位,0.00,524.00,0.0000,3,否,否,雲林縣,虎尾鎮
110年第四季,3539032340,安德診所,基層醫療單位,0.00,31.00,0.0000,1,否,否,雲林縣,虎尾鎮
111年第二季,3539032340,安德診所,基層醫療單位,0.00,126.00,0.0000,2,否,否,雲林縣,虎尾鎮
111年第四季,3539032340,安德診所,基層醫療單位,0.00,137.00,0.0000,2,否,否,雲林縣,虎尾鎮
112年第二季,3539032340,安德診所,基層醫療單位,0.00,160.00,0.0000,2,否,否,雲林縣,虎尾鎮
111年第四季,3539041572,新螺安診所,基層醫療單位,2.00,502.00,0.0040,2,是,否,雲林縣,西螺鎮
112年第二季,3539041572,新螺安診所,基層醫療單位,1.00,523.00,0.0019,2,是,否,雲林縣,西螺鎮
95年第二季,3539061654,惠腎診所,基層醫療單位,3.00,363.20,0.0082,1,否,否,雲林縣,北港鎮
95年第四季,3539061654,惠腎診所,基層醫療單位,19.00,356.60,0.0532,1,否,否,雲林縣,北港鎮
96年第二季,3539061654,惠腎診所,基層醫療單位,14.00,338.30,0.0413,1,否,否,雲林縣,北港鎮
96年第四季,3539061654,惠腎診所,基層醫療單位,17.00,364.20,0.0466,1,否,否,雲林縣,北港鎮
97年第二季,3539061654,惠腎診所,基層醫療單位,7.00,368.60,0.0189,1,否,否,雲林縣,北港鎮
97年第四季,3539061654,惠腎診所,基層醫療單位,4.00,382.20,0.0104,1,否,否,雲林縣,北港鎮
98年第二季,3539061654,惠腎診所,基層醫療單位,0.00,351.60,0.0000,1,否,否,雲林縣,北港鎮
98年第四季,3539061654,惠腎診所,基層醫療單位,0.00,349.20,0.0000,1,否,否,雲林縣,北港鎮
99年第二季,3539061654,惠腎診所,基層醫療單位,3.00,372.80,0.0080,1,否,否,雲林縣,北港鎮
99年第四季,3539061654,惠腎診所,基層醫療單位,2.00,396.60,0.0050,1,否,否,雲林縣,北港鎮
100年第二季,3539061654,惠腎診所,基層醫療單位,2.00,386.20,0.0051,1,否,,雲林縣,北港鎮
100年第四季,3539061654,惠腎診所,基層醫療單位,0.00,390.40,0.0000,1,否,,雲林縣,北港鎮
101年第二季,3539061654,惠腎診所,基層醫療單位,0.00,410.90,0.0000,1,否,否,雲林縣,北港鎮
101年第四季,3539061654,惠腎診所,基層醫療單位,0.00,403.30,0.0000,1,否,否,雲林縣,北港鎮
102年第二季,3539061654,惠腎診所,基層醫療單位,0.00,426.70,0.0000,1,否,否,雲林縣,北港鎮
102年第四季,3539061654,惠腎診所,基層醫療單位,0.00,455.50,0.0000,1,否,否,雲林縣,北港鎮
103年第二季,3539061654,惠腎診所,基層醫療單位,0.00,447.60,0.0000,1,否,否,雲林縣,北港鎮
103年第四季,3539061654,惠腎診所,基層醫療單位,1.00,445.90,0.0022,1,否,否,雲林縣,北港鎮
104年第二季,3539061654,惠腎診所,基層醫療單位,0.00,576.00,0.0000,1,否,否,雲林縣,北港鎮
104年第四季,3539061654,惠腎診所,基層醫療單位,0.00,574.00,0.0000,1,否,否,雲林縣,北港鎮
105年第二季,3539061654,惠腎診所,基層醫療單位,0.00,590.00,0.0000,1,否,否,雲林縣,北港鎮
105年第四季,3539061654,惠腎診所,基層醫療單位,0.00,528.00,0.0000,1,否,否,雲林縣,北港鎮
106年第二季,3539061654,惠腎診所,基層醫療單位,0.00,551.00,0.0000,1,否,否,雲林縣,北港鎮
106年第四季,3539061654,惠腎診所,基層醫療單位,0.00,535.00,0.0000,1,否,否,雲林縣,北港鎮
107年第二季,3539061654,惠腎診所,基層醫療單位,0.00,562.00,0.0000,1,否,否,雲林縣,北港鎮
107年第四季,3539061654,惠腎診所,基層醫療單位,0.00,595.00,0.0000,1,否,否,雲林縣,北港鎮
108年第二季,3539061654,惠腎診所,基層醫療單位,0.00,628.00,0.0000,1,否,否,雲林縣,北港鎮
108年第四季,3539061654,惠腎診所,基層醫療單位,0.00,622.00,0.0000,1,否,否,雲林縣,北港鎮
109年第二季,3539061654,惠腎診所,基層醫療單位,7.00,388.00,0.0180,1,否,否,雲林縣,北港鎮
109年第四季,3539061654,惠腎診所,基層醫療單位,4.00,396.00,0.0101,1,否,否,雲林縣,北港鎮
110年第二季,3539061654,惠腎診所,基層醫療單位,3.00,411.00,0.0073,1,否,否,雲林縣,北港鎮
110年第四季,3539061654,惠腎診所,基層醫療單位,6.00,436.00,0.0138,1,否,否,雲林縣,北港鎮
111年第二季,3539061654,惠腎診所,基層醫療單位,3.00,432.00,0.0069,1,否,否,雲林縣,北港鎮
111年第四季,3539061654,惠腎診所,基層醫療單位,3.00,429.00,0.0070,1,否,否,雲林縣,北港鎮
112年第二季,3539061654,惠腎診所,基層醫療單位,1.00,378.00,0.0026,1,否,否,雲林縣,北港鎮
101年第二季,3539121404,崙安診所,基層醫療單位,1.00,75.80,0.0131,1,否,否,雲林縣,崙背鄉
101年第四季,3539121404,崙安診所,基層醫療單位,0.00,118.20,0.0000,1,否,否,雲林縣,崙背鄉
102年第二季,3539121404,崙安診所,基層醫療單位,0.00,169.70,0.0000,2,否,否,雲林縣,崙背鄉
102年第四季,3539121404,崙安診所,基層醫療單位,0.00,208.50,0.0000,2,否,否,雲林縣,崙背鄉
103年第二季,3539121404,崙安診所,基層醫療單位,0.00,246.90,0.0000,1,否,否,雲林縣,崙背鄉
103年第四季,3539121404,崙安診所,基層醫療單位,0.00,279.10,0.0000,1,否,否,雲林縣,崙背鄉
104年第二季,3539121404,崙安診所,基層醫療單位,0.00,475.00,0.0000,1,否,否,雲林縣,崙背鄉
104年第四季,3539121404,崙安診所,基層醫療單位,0.00,530.00,0.0000,1,否,否,雲林縣,崙背鄉
105年第二季,3539121404,崙安診所,基層醫療單位,0.00,534.00,0.0000,1,否,否,雲林縣,崙背鄉
105年第四季,3539121404,崙安診所,基層醫療單位,0.00,562.00,0.0000,1,否,否,雲林縣,崙背鄉
106年第二季,3539121404,崙安診所,基層醫療單位,0.00,573.00,0.0000,1,否,否,雲林縣,崙背鄉
106年第四季,3539121404,崙安診所,基層醫療單位,0.00,554.00,0.0000,1,否,否,雲林縣,崙背鄉
107年第二季,3539121404,崙安診所,基層醫療單位,0.00,545.00,0.0000,1,否,否,雲林縣,崙背鄉
107年第四季,3539121404,崙安診所,基層醫療單位,0.00,550.00,0.0000,1,否,否,雲林縣,崙背鄉
108年第二季,3539121404,崙安診所,基層醫療單位,0.00,558.00,0.0000,1,否,否,雲林縣,崙背鄉
108年第四季,3539121404,崙安診所,基層醫療單位,0.00,564.00,0.0000,1,否,否,雲林縣,崙背鄉
109年第二季,3539121404,崙安診所,基層醫療單位,4.00,386.00,0.0104,1,否,否,雲林縣,崙背鄉
109年第四季,3539121404,崙安診所,基層醫療單位,2.00,384.00,0.0052,1,否,否,雲林縣,崙背鄉
110年第二季,3539121404,崙安診所,基層醫療單位,4.00,428.00,0.0093,1,否,否,雲林縣,崙背鄉
110年第四季,3539121404,崙安診所,基層醫療單位,2.00,354.00,0.0056,1,否,否,雲林縣,崙背鄉
111年第二季,3539121404,崙安診所,基層醫療單位,1.00,365.00,0.0027,1,否,否,雲林縣,崙背鄉
111年第四季,3539121404,崙安診所,基層醫療單位,1.00,329.00,0.0030,1,否,否,雲林縣,崙背鄉
112年第二季,3539121404,崙安診所,基層醫療單位,2.00,340.00,0.0059,1,是,否,雲林縣,崙背鄉
96年第四季,3539131795,大安診所,基層醫療單位,2.00,109.10,0.0183,1,否,否,雲林縣,麥寮鄉
97年第二季,3539131795,大安診所,基層醫療單位,0.00,272.90,0.0000,1,否,否,雲林縣,麥寮鄉
97年第四季,3539131795,大安診所,基層醫療單位,0.00,338.20,0.0000,2,否,否,雲林縣,麥寮鄉
98年第二季,3539131795,大安診所,基層醫療單位,0.00,381.90,0.0000,2,否,否,雲林縣,麥寮鄉
98年第四季,3539131795,大安診所,基層醫療單位,0.00,436.30,0.0000,2,否,否,雲林縣,麥寮鄉
99年第二季,3539131795,大安診所,基層醫療單位,0.00,447.70,0.0000,2,否,否,雲林縣,麥寮鄉
99年第四季,3539131795,大安診所,基層醫療單位,0.00,482.10,0.0000,2,否,否,雲林縣,麥寮鄉
100年第二季,3539131795,大安診所,基層醫療單位,0.00,490.70,0.0000,2,否,,雲林縣,麥寮鄉
100年第四季,3539131795,大安診所,基層醫療單位,0.00,495.80,0.0000,3,否,,雲林縣,麥寮鄉
101年第二季,3539131795,大安診所,基層醫療單位,2.00,443.50,0.0045,1,否,否,雲林縣,麥寮鄉
101年第四季,3539131795,大安診所,基層醫療單位,1.00,424.70,0.0023,1,否,否,雲林縣,麥寮鄉
102年第二季,3539131795,大安診所,基層醫療單位,0.00,408.00,0.0000,1,否,否,雲林縣,麥寮鄉
102年第四季,3539131795,大安診所,基層醫療單位,0.00,404.00,0.0000,1,否,否,雲林縣,麥寮鄉
103年第二季,3539131795,大安診所,基層醫療單位,0.00,412.80,0.0000,2,否,否,雲林縣,麥寮鄉
103年第四季,3539131795,大安診所,基層醫療單位,0.00,410.80,0.0000,2,否,否,雲林縣,麥寮鄉
104年第二季,3539131795,大安診所,基層醫療單位,0.00,588.00,0.0000,2,否,否,雲林縣,麥寮鄉
104年第四季,3539131795,大安診所,基層醫療單位,0.00,589.00,0.0000,2,否,否,雲林縣,麥寮鄉
105年第二季,3539131795,大安診所,基層醫療單位,0.00,652.00,0.0000,2,否,否,雲林縣,麥寮鄉
105年第四季,3539131795,大安診所,基層醫療單位,0.00,630.00,0.0000,2,否,否,雲林縣,麥寮鄉
106年第二季,3539131795,大安診所,基層醫療單位,0.00,643.00,0.0000,2,否,否,雲林縣,麥寮鄉
106年第四季,3539131795,大安診所,基層醫療單位,0.00,588.00,0.0000,2,否,否,雲林縣,麥寮鄉
107年第二季,3539131795,大安診所,基層醫療單位,0.00,607.00,0.0000,2,否,否,雲林縣,麥寮鄉
107年第四季,3539131795,大安診所,基層醫療單位,0.00,605.00,0.0000,2,否,否,雲林縣,麥寮鄉
108年第二季,3539131795,大安診所,基層醫療單位,0.00,622.00,0.0000,2,否,否,雲林縣,麥寮鄉
108年第四季,3539131795,大安診所,基層醫療單位,0.00,605.00,0.0000,2,否,否,雲林縣,麥寮鄉
109年第二季,3539131795,大安診所,基層醫療單位,5.00,395.00,0.0127,2,否,否,雲林縣,麥寮鄉
109年第四季,3539131795,大安診所,基層醫療單位,4.00,375.00,0.0107,2,否,否,雲林縣,麥寮鄉
110年第二季,3539131795,大安診所,基層醫療單位,3.00,441.00,0.0068,2,否,否,雲林縣,麥寮鄉
110年第四季,3539131795,大安診所,基層醫療單位,3.00,418.00,0.0072,2,否,否,雲林縣,麥寮鄉
